loading data files...
Word vocab size: 10000, Char vocab size: 51
2017-03-10 18:01:34,480 Epoch[39] Validation-Perplexity=10000000000.013933
2017-03-10 18:05:15,541 Epoch[40] Batch [20]	Speed: 11.79 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:08:57,850 Epoch[40] Batch [40]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:12:41,190 Epoch[40] Batch [60]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:16:25,800 Epoch[40] Batch [80]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:20:09,583 Epoch[40] Batch [100]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:23:55,078 Epoch[40] Batch [120]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:27:37,708 Epoch[40] Batch [140]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:31:21,742 Epoch[40] Batch [160]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:35:04,152 Epoch[40] Batch [180]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:38:47,299 Epoch[40] Batch [200]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:39:54,047 Epoch[40] Resetting Data Iterator
2017-03-10 18:39:54,048 Epoch[40] Time cost=2299.568
2017-03-10 18:40:58,790 Epoch[40] Validation-Perplexity=10000000000.013933
2017-03-10 18:44:36,735 Epoch[41] Batch [20]	Speed: 11.97 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:48:19,422 Epoch[41] Batch [40]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:52:02,085 Epoch[41] Batch [60]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:55:44,225 Epoch[41] Batch [80]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:59:29,923 Epoch[41] Batch [100]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:03:15,703 Epoch[41] Batch [120]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:07:00,487 Epoch[41] Batch [140]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:10:46,370 Epoch[41] Batch [160]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:14:30,368 Epoch[41] Batch [180]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:18:14,573 Epoch[41] Batch [200]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:19:21,408 Epoch[41] Resetting Data Iterator
2017-03-10 19:19:21,408 Epoch[41] Time cost=2302.618
2017-03-10 19:20:26,500 Epoch[41] Validation-Perplexity=10000000000.013933
2017-03-10 19:24:06,201 Epoch[42] Batch [20]	Speed: 11.87 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:27:48,720 Epoch[42] Batch [40]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:31:32,647 Epoch[42] Batch [60]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:35:16,766 Epoch[42] Batch [80]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:39:04,090 Epoch[42] Batch [100]	Speed: 11.26 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:42:49,464 Epoch[42] Batch [120]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:46:33,696 Epoch[42] Batch [140]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:50:19,515 Epoch[42] Batch [160]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:54:04,973 Epoch[42] Batch [180]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:57:47,025 Epoch[42] Batch [200]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 19:58:54,116 Epoch[42] Resetting Data Iterator
2017-03-10 19:58:54,116 Epoch[42] Time cost=2307.616
2017-03-10 19:59:59,072 Epoch[42] Validation-Perplexity=10000000000.013933
2017-03-10 20:03:36,563 Epoch[43] Batch [20]	Speed: 12.00 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:07:28,205 Epoch[43] Batch [40]	Speed: 11.05 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:11:10,275 Epoch[43] Batch [60]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:14:54,922 Epoch[43] Batch [80]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:18:38,790 Epoch[43] Batch [100]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:22:23,099 Epoch[43] Batch [120]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:26:09,448 Epoch[43] Batch [140]	Speed: 11.31 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:29:54,712 Epoch[43] Batch [160]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:33:38,419 Epoch[43] Batch [180]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:37:21,701 Epoch[43] Batch [200]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:38:28,515 Epoch[43] Resetting Data Iterator
2017-03-10 20:38:28,515 Epoch[43] Time cost=2309.443
2017-03-10 20:39:33,212 Epoch[43] Validation-Perplexity=10000000000.013933
2017-03-10 20:43:10,222 Epoch[44] Batch [20]	Speed: 12.03 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:46:55,767 Epoch[44] Batch [40]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:50:40,300 Epoch[44] Batch [60]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:54:24,559 Epoch[44] Batch [80]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 20:58:11,940 Epoch[44] Batch [100]	Speed: 11.26 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:01:55,010 Epoch[44] Batch [120]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:05:39,250 Epoch[44] Batch [140]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:09:22,688 Epoch[44] Batch [160]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:13:06,493 Epoch[44] Batch [180]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:16:50,818 Epoch[44] Batch [200]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:17:58,509 Epoch[44] Resetting Data Iterator
2017-03-10 21:17:58,509 Epoch[44] Time cost=2305.297
2017-03-10 21:19:03,881 Epoch[44] Validation-Perplexity=10000000000.013933
2017-03-10 21:22:40,494 Epoch[45] Batch [20]	Speed: 12.05 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:26:25,193 Epoch[45] Batch [40]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:30:06,093 Epoch[45] Batch [60]	Speed: 11.59 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:33:50,533 Epoch[45] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:37:35,511 Epoch[45] Batch [100]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:41:22,566 Epoch[45] Batch [120]	Speed: 11.27 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:45:05,847 Epoch[45] Batch [140]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:48:54,231 Epoch[45] Batch [160]	Speed: 11.21 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:52:38,291 Epoch[45] Batch [180]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:56:21,919 Epoch[45] Batch [200]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 21:57:28,713 Epoch[45] Resetting Data Iterator
2017-03-10 21:57:28,713 Epoch[45] Time cost=2304.832
2017-03-10 21:58:34,539 Epoch[45] Validation-Perplexity=10000000000.013933
2017-03-10 22:02:09,835 Epoch[46] Batch [20]	Speed: 12.11 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:05:54,274 Epoch[46] Batch [40]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:09:36,074 Epoch[46] Batch [60]	Speed: 11.54 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:13:19,014 Epoch[46] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:17:03,937 Epoch[46] Batch [100]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:20:49,015 Epoch[46] Batch [120]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:24:32,338 Epoch[46] Batch [140]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:28:17,956 Epoch[46] Batch [160]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:32:00,779 Epoch[46] Batch [180]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:35:45,743 Epoch[46] Batch [200]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:36:52,646 Epoch[46] Resetting Data Iterator
2017-03-10 22:36:52,647 Epoch[46] Time cost=2298.107
2017-03-10 22:37:57,867 Epoch[46] Validation-Perplexity=10000000000.013933
2017-03-10 22:41:34,816 Epoch[47] Batch [20]	Speed: 12.02 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:45:18,021 Epoch[47] Batch [40]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:48:59,615 Epoch[47] Batch [60]	Speed: 11.55 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:52:44,653 Epoch[47] Batch [80]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 22:56:28,936 Epoch[47] Batch [100]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:00:12,251 Epoch[47] Batch [120]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:03:56,431 Epoch[47] Batch [140]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:07:40,001 Epoch[47] Batch [160]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:11:25,111 Epoch[47] Batch [180]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:15:10,414 Epoch[47] Batch [200]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:16:16,942 Epoch[47] Resetting Data Iterator
2017-03-10 23:16:16,942 Epoch[47] Time cost=2299.075
2017-03-10 23:17:22,799 Epoch[47] Validation-Perplexity=10000000000.013933
2017-03-10 23:20:58,272 Epoch[48] Batch [20]	Speed: 12.11 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:24:42,654 Epoch[48] Batch [40]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:28:25,486 Epoch[48] Batch [60]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:32:08,051 Epoch[48] Batch [80]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:35:52,108 Epoch[48] Batch [100]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:39:42,811 Epoch[48] Batch [120]	Speed: 11.10 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:43:26,859 Epoch[48] Batch [140]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:47:11,519 Epoch[48] Batch [160]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:50:53,668 Epoch[48] Batch [180]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:54:36,333 Epoch[48] Batch [200]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 23:55:42,700 Epoch[48] Resetting Data Iterator
2017-03-10 23:55:42,701 Epoch[48] Time cost=2299.902
2017-03-10 23:56:48,731 Epoch[48] Validation-Perplexity=10000000000.013933
2017-03-11 00:00:27,409 Epoch[49] Batch [20]	Speed: 11.92 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:04:11,365 Epoch[49] Batch [40]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:07:55,479 Epoch[49] Batch [60]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:11:41,666 Epoch[49] Batch [80]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:15:23,759 Epoch[49] Batch [100]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:19:08,549 Epoch[49] Batch [120]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:22:51,391 Epoch[49] Batch [140]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:26:34,344 Epoch[49] Batch [160]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:30:18,553 Epoch[49] Batch [180]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:34:04,912 Epoch[49] Batch [200]	Speed: 11.31 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:35:11,502 Epoch[49] Resetting Data Iterator
2017-03-11 00:35:11,503 Epoch[49] Time cost=2302.771
2017-03-11 00:36:16,943 Epoch[49] Validation-Perplexity=10000000000.013933
2017-03-11 00:39:55,913 Epoch[50] Batch [20]	Speed: 11.91 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:43:39,555 Epoch[50] Batch [40]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:47:22,720 Epoch[50] Batch [60]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:51:04,801 Epoch[50] Batch [80]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:54:50,364 Epoch[50] Batch [100]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 00:58:34,702 Epoch[50] Batch [120]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:02:19,958 Epoch[50] Batch [140]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:06:05,945 Epoch[50] Batch [160]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:09:52,486 Epoch[50] Batch [180]	Speed: 11.30 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:13:36,206 Epoch[50] Batch [200]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:14:42,941 Epoch[50] Resetting Data Iterator
2017-03-11 01:14:42,941 Epoch[50] Time cost=2305.998
2017-03-11 01:15:47,735 Epoch[50] Validation-Perplexity=10000000000.013933
2017-03-11 01:19:27,066 Epoch[51] Batch [20]	Speed: 11.91 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:23:14,862 Epoch[51] Batch [40]	Speed: 11.24 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:26:57,558 Epoch[51] Batch [60]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:30:40,500 Epoch[51] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:34:27,416 Epoch[51] Batch [100]	Speed: 11.28 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:38:11,366 Epoch[51] Batch [120]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:41:54,681 Epoch[51] Batch [140]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:45:40,665 Epoch[51] Batch [160]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:49:24,757 Epoch[51] Batch [180]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:53:09,010 Epoch[51] Batch [200]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 01:54:15,713 Epoch[51] Resetting Data Iterator
2017-03-11 01:54:15,713 Epoch[51] Time cost=2307.978
2017-03-11 01:55:23,227 Epoch[51] Validation-Perplexity=10000000000.013933
2017-03-11 01:58:59,504 Epoch[52] Batch [20]	Speed: 12.06 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:02:45,136 Epoch[52] Batch [40]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:06:29,390 Epoch[52] Batch [60]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:10:11,372 Epoch[52] Batch [80]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:13:58,710 Epoch[52] Batch [100]	Speed: 11.26 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:17:41,078 Epoch[52] Batch [120]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:21:25,432 Epoch[52] Batch [140]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:25:09,850 Epoch[52] Batch [160]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:28:51,610 Epoch[52] Batch [180]	Speed: 11.54 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:32:34,140 Epoch[52] Batch [200]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:33:41,249 Epoch[52] Resetting Data Iterator
2017-03-11 02:33:41,250 Epoch[52] Time cost=2298.022
2017-03-11 02:34:45,907 Epoch[52] Validation-Perplexity=10000000000.013933
2017-03-11 02:38:23,609 Epoch[53] Batch [20]	Speed: 11.99 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:42:06,841 Epoch[53] Batch [40]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:45:52,745 Epoch[53] Batch [60]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:49:38,230 Epoch[53] Batch [80]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:53:23,077 Epoch[53] Batch [100]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 02:57:08,502 Epoch[53] Batch [120]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:00:51,332 Epoch[53] Batch [140]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:04:33,959 Epoch[53] Batch [160]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:08:16,788 Epoch[53] Batch [180]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:12:01,694 Epoch[53] Batch [200]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:13:08,943 Epoch[53] Resetting Data Iterator
2017-03-11 03:13:08,943 Epoch[53] Time cost=2303.037
2017-03-11 03:14:13,864 Epoch[53] Validation-Perplexity=10000000000.013933
2017-03-11 03:17:49,100 Epoch[54] Batch [20]	Speed: 12.13 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:21:34,874 Epoch[54] Batch [40]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:25:21,026 Epoch[54] Batch [60]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:29:06,887 Epoch[54] Batch [80]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:32:53,148 Epoch[54] Batch [100]	Speed: 11.31 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:36:37,245 Epoch[54] Batch [120]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:40:20,754 Epoch[54] Batch [140]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:44:07,102 Epoch[54] Batch [160]	Speed: 11.31 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:47:53,718 Epoch[54] Batch [180]	Speed: 11.30 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:51:37,304 Epoch[54] Batch [200]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 03:52:44,293 Epoch[54] Resetting Data Iterator
2017-03-11 03:52:44,293 Epoch[54] Time cost=2310.429
2017-03-11 03:53:49,207 Epoch[54] Validation-Perplexity=10000000000.013933
2017-03-11 03:57:25,800 Epoch[55] Batch [20]	Speed: 12.05 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:01:10,572 Epoch[55] Batch [40]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:04:53,838 Epoch[55] Batch [60]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:08:37,864 Epoch[55] Batch [80]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:12:22,227 Epoch[55] Batch [100]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:16:10,746 Epoch[55] Batch [120]	Speed: 11.20 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:19:56,854 Epoch[55] Batch [140]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:23:39,905 Epoch[55] Batch [160]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:27:25,235 Epoch[55] Batch [180]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:31:08,682 Epoch[55] Batch [200]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:32:16,711 Epoch[55] Resetting Data Iterator
2017-03-11 04:32:16,712 Epoch[55] Time cost=2307.504
2017-03-11 04:33:21,451 Epoch[55] Validation-Perplexity=10000000000.013933
2017-03-11 04:36:56,666 Epoch[56] Batch [20]	Speed: 12.12 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:40:41,312 Epoch[56] Batch [40]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:44:29,680 Epoch[56] Batch [60]	Speed: 11.21 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:48:18,130 Epoch[56] Batch [80]	Speed: 11.21 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:52:00,848 Epoch[56] Batch [100]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:55:43,970 Epoch[56] Batch [120]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 04:59:29,025 Epoch[56] Batch [140]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:03:12,789 Epoch[56] Batch [160]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:06:56,270 Epoch[56] Batch [180]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:10:39,921 Epoch[56] Batch [200]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:11:47,786 Epoch[56] Resetting Data Iterator
2017-03-11 05:11:47,786 Epoch[56] Time cost=2306.335
2017-03-11 05:12:53,501 Epoch[56] Validation-Perplexity=10000000000.013933
2017-03-11 05:16:32,926 Epoch[57] Batch [20]	Speed: 11.89 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:20:16,798 Epoch[57] Batch [40]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:24:00,516 Epoch[57] Batch [60]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:27:46,316 Epoch[57] Batch [80]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:31:29,111 Epoch[57] Batch [100]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:35:12,330 Epoch[57] Batch [120]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:38:55,032 Epoch[57] Batch [140]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:42:38,911 Epoch[57] Batch [160]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:46:23,467 Epoch[57] Batch [180]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:50:06,525 Epoch[57] Batch [200]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:51:13,048 Epoch[57] Resetting Data Iterator
2017-03-11 05:51:13,048 Epoch[57] Time cost=2299.547
2017-03-11 05:52:17,825 Epoch[57] Validation-Perplexity=10000000000.013933
2017-03-11 05:55:52,818 Epoch[58] Batch [20]	Speed: 12.13 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 05:59:35,374 Epoch[58] Batch [40]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:03:21,113 Epoch[58] Batch [60]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:07:06,301 Epoch[58] Batch [80]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:10:49,265 Epoch[58] Batch [100]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:14:33,749 Epoch[58] Batch [120]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:18:18,244 Epoch[58] Batch [140]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:22:04,141 Epoch[58] Batch [160]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:25:48,464 Epoch[58] Batch [180]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:29:31,375 Epoch[58] Batch [200]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:30:39,480 Epoch[58] Resetting Data Iterator
2017-03-11 06:30:39,480 Epoch[58] Time cost=2301.655
2017-03-11 06:31:44,027 Epoch[58] Validation-Perplexity=10000000000.013933
2017-03-11 06:35:20,678 Epoch[59] Batch [20]	Speed: 12.04 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:39:04,579 Epoch[59] Batch [40]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:42:51,301 Epoch[59] Batch [60]	Speed: 11.29 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:46:34,317 Epoch[59] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:50:20,162 Epoch[59] Batch [100]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
